id,start,last,status,x1,x2,x3,x4,x5,x6,x7,x8,z1,z2,z3
1,0,1.460035422,0,0.344778914,-1.439864648,1.381480577,-0.323737639,-0.23960601,0.63137227,0.143036897,-0.898481012,0.001671431,0.095573181,1
1,1.460035422,2.749213957,0,0.45415466,-1.505946927,1.678031145,-0.421055241,-0.461838242,0.831256518,0.19741953,-0.910780165,0.001671431,0.095573181,1
1,2.749213957,2.754344211,0,0.55073099,-1.564296098,1.939878645,-0.506984501,-0.658064319,1.007749827,0.245438176,-0.921640041,0.001671431,0.095573181,1
1,2.754344211,5.031704846,0,0.551115313,-1.564528297,1.940920661,-0.507326454,-0.658845196,1.008452178,0.245629265,-0.921683257,0.001671431,0.095573181,1
1,5.031704846,6.283412847,1,0.721719405,-1.667603318,2.403479704,-0.659122276,-1.005482632,1.32023127,0.330455198,-0.940867453,0.001671431,0.095573181,1
2,0,0.697102428,0,-1.572147591,0.299570515,0.243579273,1.728792092,0.218665486,1.359586128,-1.177213614,-0.694831905,0.028928861,0.091405223,1
2,0.697102428,2.3034788,0,-1.509516265,0.445445656,0.272189771,1.998653047,0.330988004,1.246206897,-1.313935315,-0.894974373,0.028928861,0.091405223,1
2,2.3034788,6.617114916,0,-1.365191015,0.781594792,0.338118718,2.620510387,0.589819752,0.9849401,-1.628991612,-1.356175078,0.028928861,0.091405223,1
2,6.617114916,7.855386151,1,-0.977631398,1.684263107,0.515159099,4.290396928,1.284866066,0.283354898,-2.475018883,-2.594646992,0.028928861,0.091405223,1
3,0,3.150995499,0,0.210969962,1.828903071,-1.686058899,-1.594929536,1.935171921,0.895579955,0.035418723,1.54797923,0.166232194,-0.023994852,1
3,3.150995499,18.12742674,1,0.987108234,1.93912515,-2.349323318,-2.238956367,2.248380984,1.2848984,-0.202248415,0.599180409,0.166232194,-0.023994852,1
4,0,4.184621177,0,0.611550349,0.569529246,0.525524788,-0.016917217,-1.247193832,-1.145053351,0.965707605,-0.561816982,-0.02723069,0.027851722,0
4,4.184621177,16.57585162,1,1.115419715,1.340793619,1.107516657,-0.395432375,-0.298322433,-0.736042226,1.566846981,1.413199874,-0.02723069,0.027851722,0
5,0,2.886234842,0,-0.528837205,-0.773014697,0.328880263,0.690499721,-0.047031723,0.471107571,0.438194051,0.513913255,-0.019551175,0.137093007,1
5,2.886234842,9.615655842,0,-0.898730339,-1.184299716,0.484040769,1.101578166,-1.280724172,-0.027920408,-0.087951848,-0.55847803,-0.019551175,0.137093007,1
5,9.615655842,11.10534877,1,-1.761157258,-2.143234176,0.845806328,2.060030986,-4.157148418,-1.191432576,-1.314690992,-3.058819418,-0.019551175,0.137093007,1
6,0,15.09588655,0,0.615057317,1.166187517,-0.088495632,-0.078726215,0.903120279,0.242723238,-0.45567499,0.318602805,-0.045931745,0.042247999,1
6,15.09588655,16.20795899,0,2.107997473,4.305040071,-2.05915534,5.278737488,0.808405656,-1.617178288,-2.455824294,-0.150512169,-0.045931745,0.042247999,1
6,16.20795899,26.27784065,1,2.217978268,4.536270705,-2.20432842,5.673407103,0.80142829,-1.754192118,-2.603169792,-0.185070579,-0.045931745,0.042247999,1
7,0,0.5483892,0,-2.296965285,0.763377363,-0.471821606,0.248575327,-0.397965812,0.715081116,1.309229443,-1.283883262,-0.098547042,0.052190922,0
7,0.5483892,1.3798138,0,-2.058278778,0.737209363,-0.546710229,0.188536252,-0.238129593,0.870162872,1.535347103,-1.073465067,-0.098547042,0.052190922,0
7,1.3798138,4.295180712,0,-1.696401057,0.697535498,-0.660250471,0.097509725,0.004201518,1.105285641,1.878168926,-0.75444554,-0.098547042,0.052190922,0
7,4.295180712,15.66016893,1,-0.427487035,0.558420212,-1.05837613,-0.221672224,0.853928725,1.929736997,3.080263978,0.364187437,-0.098547042,0.052190922,0
8,0,0.477937182,0,-0.931015567,-0.621855675,0.632783787,0.233555036,-0.099718276,-1.01264827,-0.516135039,-0.528146922,0.092601357,-0.152742341,1
8,0.477937182,6.453656708,0,-0.94524474,-0.723504364,0.706956486,0.043339518,-0.150187061,-1.059409007,-0.477811459,-0.585791825,0.092601357,-0.152742341,1
8,6.453656708,10.49540794,0,-1.123154199,-1.994433003,1.63434875,-2.334953336,-0.781205771,-1.644065441,0.001353959,-1.306534601,0.092601357,-0.152742341,1
8,10.49540794,13.05474847,0,-1.243485445,-2.854041184,2.261601888,-3.943540891,-1.208003019,-2.039504993,0.325443368,-1.794017822,0.092601357,-0.152742341,1
8,13.05474847,14.29178063,1,-1.319682276,-3.398367131,2.658794662,-4.962139788,-1.478261983,-2.28990746,0.530665094,-2.1027047,0.092601357,-0.152742341,1
9,0,2.967043217,0,0.355946852,-1.08740554,1.390986775,-1.863617716,-0.07200795,-0.996908986,-0.309322288,-0.450780073,-0.091673457,-0.145032363,0
9,2.967043217,8.162948034,0,0.34772305,-0.223696069,1.52578169,-1.2092922,1.779959128,-1.090685493,-0.353925066,-0.553340864,-0.091673457,-0.145032363,0
9,8.162948034,10.62769735,0,0.333321478,1.28883741,1.761835394,-0.063433223,5.023135571,-1.254907505,-0.432033733,-0.732945968,-0.091673457,-0.145032363,0
9,10.62769735,11.63384573,1,0.326489892,2.006328586,1.873810734,0.480120831,6.561581174,-1.332808488,-0.46908566,-0.818144134,-0.091673457,-0.145032363,0
10,0,4.887879031,0,-0.639648912,-0.601817146,-0.164913938,-0.874730122,-0.591382578,-0.946953849,3.615074024,0.187908887,-0.14348089,-0.171125651,1
10,4.887879031,5.405739973,1,0.048335737,-0.539478992,-1.596946629,-0.933302625,0.021504245,-2.220304361,2.480823481,-1.544299719,-0.14348089,-0.171125651,1
11,0,2.761770113,0,-0.39303763,0.01343914,0.160996486,-2.248969471,0.065947481,-1.135309849,1.03324044,-0.756287673,-0.172188279,0.085812739,0
11,2.761770113,15.93597841,0,-0.566980995,0.906108352,1.041054999,-1.557276569,2.197039308,-1.537349113,0.332089554,-0.73599235,-0.172188279,0.085812739,0
11,15.93597841,20.68538591,1,-1.396726421,5.164323067,5.239114104,1.742240042,12.36278319,-3.455158632,-3.012543574,-0.639179507,-0.172188279,0.085812739,0
12,0,2.626345721,0,0.53555643,1.299952826,-0.018823878,2.038452433,-0.072444515,0.235301859,0.140626821,-0.166829232,-0.101597571,-0.11083218,0
12,2.626345721,7.597496792,0,-0.772503507,-0.077210124,-0.833636988,1.021082919,-0.892318281,0.358234734,0.335241137,-0.068635517,-0.101597571,-0.11083218,0
12,7.597496792,15.24766943,1,-3.248401294,-2.683906198,-2.375916452,-0.904595605,-2.44417656,0.590922262,0.703607402,0.117225692,-0.101597571,-0.11083218,0
13,0,11.15943899,0,-1.045986317,-0.034986441,-0.759177157,-0.358958678,0.513528482,0.101134525,-0.954740762,2.293635236,-0.013552531,0.122194029,1
13,11.15943899,33.28203113,0,-0.282381922,1.048198671,-0.086818687,4.957325255,3.712529591,1.980731474,-1.849360042,0.750172156,-0.013552531,0.122194029,1
14,0,0.618036442,0,0.814842012,-2.306377027,-0.064539941,1.916379999,-0.71718283,-0.770680995,-0.135982064,-1.401573645,0.016394186,0.170879785,0
14,0.618036442,1.082514224,0,0.912454658,-2.211859301,-0.152743968,1.845195322,-0.74193257,-0.68663007,-0.120687358,-1.087113891,0.016394186,0.170879785,0
14,1.082514224,2.747009361,0,0.985814256,-2.140825651,-0.219032633,1.791697343,-0.760532937,-0.623462618,-0.109192808,-0.850785482,0.016394186,0.170879785,0
14,2.747009361,14.65450117,0,1.248704536,-1.886270604,-0.456583631,1.599982841,-0.827188913,-0.397096748,-0.068001122,-0.003882783,0.016394186,0.170879785,0
14,14.65450117,18.07587631,1,3.129373208,-0.065230653,-2.155979743,0.228492591,-1.304033498,1.22228301,0.226676619,6.054703231,0.016394186,0.170879785,0
15,0,18.0316298,1,-0.42487549,-0.11595147,0.436628727,-0.531399905,0.346952957,-0.301695169,-0.29262095,1.537940044,-0.134245779,-0.130382016,1
16,0,17.29620403,1,-0.285417724,0.630777159,-2.360679564,1.943309053,0.28890132,-0.10868704,-0.119906206,0.118619067,-0.189566645,0.053614223,0
17,0,0.68084404,0,0.57599596,0.54113735,-0.047535536,1.148705844,-1.524803706,0.196611158,-0.61722076,-0.526731056,-0.172005188,-0.033871457,0
17,0.68084404,2.560185294,0,0.707469647,0.418887582,-0.006136186,1.282954464,-1.633576091,-0.135586818,-0.874552832,-0.679125726,-0.172005188,-0.033871457,0
17,2.560185294,3.836595055,0,1.070377905,0.081440209,0.108138892,1.6535224,-1.933821694,-1.052556526,-1.584869367,-1.099782402,-0.172005188,-0.033871457,0
17,3.836595055,11.22807881,1,1.316857697,-0.147747077,0.185752165,1.905204487,-2.137742305,-1.675343411,-2.067301685,-1.385483727,-0.172005188,-0.033871457,0
18,0,5.579664092,0,0.225360856,-0.606847216,1.119132324,-1.670068745,0.623911164,-1.238271252,0.58745227,0.521074454,0.075701073,-0.02419051,0
18,5.579664092,7.076136554,0,-0.479648564,1.873994158,0.034292876,-4.083437086,1.271084462,-3.429725684,-1.021465801,0.051640385,0.075701073,-0.02419051,0
18,7.076136554,7.392836182,0,-0.668732919,2.539358727,-0.256662338,-4.73070531,1.4446571,-4.017476337,-1.452979518,-0.074262383,0.075701073,-0.02419051,0
18,7.392836182,18.21604025,0,-0.708748987,2.680170348,-0.318237416,-4.867687186,1.481390412,-4.141862463,-1.5443011,-0.100907284,0.075701073,-0.02419051,0
18,18.21604025,19.31898021,1,-2.07629741,7.492404921,-2.422564582,-9.549040333,2.736750692,-8.392756091,-4.665214533,-1.01149628,0.075701073,-0.02419051,0
19,0,7.05904257,1,0.234527476,0.169649957,1.942723885,0.340207203,-0.954009739,3.645366237,0.776160233,-0.26013743,0.122087922,-0.035852963,1
20,0,24.17928399,0,0.053376804,0.939516293,-0.207995617,-0.842080094,-0.376658424,0.03759837,0.780371627,-1.141509007,-0.173909097,-0.18176233,0
20,24.17928399,25.94369226,0,1.36395025,4.478503388,-3.188707625,2.751073957,1.597362292,0.630209929,-3.942945703,-0.927040284,-0.173909097,-0.18176233,0
20,25.94369226,33.28203113,0,1.459585283,4.736749997,-3.406215841,3.013273232,1.741410332,0.67345392,-4.287615138,-0.911390094,-0.173909097,-0.18176233,0
21,0,0.345634754,0,0.520282611,-0.194906559,-0.791845343,0.707137333,-0.157915684,-0.642321408,0.671466752,-0.553299193,-0.078065756,0.183869961,1
21,0.345634754,0.641757254,0,0.506934558,-0.166834918,-0.642693051,0.697145619,0.021154221,-0.635532999,0.704875719,-0.535846712,-0.078065756,0.183869961,1
21,0.641757254,2.327487674,0,0.495498616,-0.142784546,-0.514906857,0.68858522,0.174572323,-0.629717031,0.733498843,-0.520894303,-0.078065756,0.183869961,1
21,2.327487674,2.976755731,0,0.430397468,-0.005873491,0.212538961,0.639853613,1.047932373,-0.596608589,0.896441112,-0.435775033,-0.078065756,0.183869961,1
21,2.976755731,3.36377584,1,0.405323414,0.046858531,0.492718595,0.621084375,1.384311652,-0.583856697,0.959199196,-0.402990893,-0.078065756,0.183869961,1
22,0,2.353679432,0,-0.277665479,-0.425663566,0.001773868,-0.700932263,-0.437250458,0.131617667,0.347328414,0.288707333,0.167729443,-0.051009925,1
22,2.353679432,6.602398102,1,0.144033123,-0.80005946,-0.01927133,-1.203722261,-0.279651753,0.404160665,0.710195151,0.227475246,0.167729443,-0.051009925,1
23,0,1.023581219,0,-0.678133249,-1.263069179,0.887538225,0.697281421,0.117229954,1.916506659,1.529073701,1.454553023,0.074088013,-0.137323113,1
23,1.023581219,8.635138752,0,-0.696074842,-0.683571001,0.968644361,0.530335489,0.126589632,1.903646525,1.539986757,1.401756704,0.074088013,-0.137323113,1
23,8.635138752,10.42962286,0,-0.82949217,3.625694984,1.571766039,-0.711108318,0.196190102,1.808015963,1.621138454,1.009152572,0.074088013,-0.137323113,1
23,10.42962286,12.0825921,1,-0.860946347,4.641638081,1.713956683,-1.003788387,0.212598956,1.785470311,1.6402706,0.916593083,0.074088013,-0.137323113,1
24,0,0.328006795,0,-0.361755766,1.397995633,0.160355244,0.106975764,0.275454739,1.05984779,-2.371570956,1.005839088,-0.102319256,0.015982007,0
24,0.328006795,4.363360584,0,-0.292444508,1.365211733,0.19286152,0.083356744,0.219888394,0.937933583,-2.437428057,1.027969027,-0.102319256,0.015982007,0
