id,start,last,status,x1,x2,x3,x4,x5,x6,x7,x8,z1,z2,z3
1,0,1.389022693,0,0.921143968,0.639823323,-0.000893646,0.798659834,-0.125099323,0.28373208,1.226438504,2.147711943,-0.15327596,-0.954659583,1
1,1.389022693,1.635569214,1,0.947861581,0.635691346,0.078232388,0.74149415,-0.107614046,0.310716175,1.216165448,2.206891792,-0.15327596,-0.954659583,1
2,0,0.764111345,1,0.17923601,1.427082085,1.455946816,0.546259967,0.254927421,0.194800091,0.901532695,-1.23436609,2.31348501,-1.410631122,1
3,0,3.183784407,0,-0.589109698,-0.255286883,-3.039122336,1.109985037,0.087857199,0.012421749,-0.82324897,1.973988518,-0.285325805,-0.17853318,1
3,3.183784407,10.64392476,0,-0.273803088,-0.422551342,-2.939370098,1.02734696,0.132410479,0.147256176,-0.84415544,2.241737537,-0.285325805,-0.17853318,1
3,10.64392476,11.68742365,1,0.465013134,-0.814479998,-2.705633891,0.8337121,0.23680628,0.46319583,-0.893142802,2.869118355,-0.285325805,-0.17853318,1
4,0,0.008275843,0,2.563113787,-0.022553121,0.09103964,0.400252794,0.021675814,3.287125333,-0.005359925,0.28691141,-1.1590932,-0.384760203,0
4,0.008275843,0.009124793,0,2.563354053,-0.023132791,0.09182112,0.399626101,0.022425348,3.287860927,-0.006006326,0.287207201,-1.1590932,-0.384760203,0
4,0.009124793,0.009754449,0,2.563378699,-0.023192255,0.091901285,0.399561814,0.022502237,3.287936385,-0.006072635,0.287237544,-1.1590932,-0.384760203,0
4,0.009754449,0.01055448,0,2.56339698,-0.023236358,0.091960743,0.399514133,0.022559264,3.287992352,-0.006121815,0.287260048,-1.1590932,-0.384760203,0
4,0.01055448,0.011223508,1,2.563420206,-0.023292395,0.092036289,0.39945355,0.022631722,3.288063462,-0.006184303,0.287288643,-1.1590932,-0.384760203,0
5,0,0.184474373,1,0.719421501,-2.631711157,1.758783332,0.829348268,-0.559887302,1.050039429,-0.064725444,0.15429431,0.804123648,-0.941409596,1
